Date,Time,Latitude,Longitude,Altitude,Speed,Heading,Signal Quality,Number of Satalites Connected,X-Axis Acceleration,Y-Axis Acceleration,Z-Axis Acceleration
12/4/2022,7:37:17,-33.92069,18.91918,374.7,88.99,203.09,2,9,0.068,0.256,1.064
12/4/2022,7:37:19,-33.9211,18.91897,372.9,88.88,203.38,2,9,0.054,0.26,1.006
12/4/2022,7:37:21,-33.92152,18.91876,366.5,89.43,202.89,2,9,0.074,0.21,0.994
12/4/2022,7:37:22,-33.92173,18.91865,364.3,89.4,203.26,2,9,0,0.268,1.024
12/4/2022,7:37:23,-33.92193,18.91855,361.4,88.91,202.72,2,9,0.112,0.196,0.964
12/4/2022,7:37:24,-33.92214,18.91845,358.7,89.21,203.06,2,9,-0.012,0.252,0.948
12/4/2022,7:37:25,-33.92233,18.91835,355.5,88.69,202.96,2,9,-0.008,0.18,0.892
12/4/2022,7:37:27,-33.92269,18.91814,354.3,76.02,209.78,2,9,0.034,0.062,1.01
12/4/2022,7:37:28,-33.92284,18.91802,354,74.21,217.84,2,9,0.056,-0.004,1.024
12/4/2022,7:37:29,-33.92298,18.91787,352.5,74.62,227.95,2,9,0.104,-0.068,1.076
12/4/2022,7:37:31,-33.92317,18.91747,347.9,79.27,249.7,2,9,0.096,-0.062,1.002
12/4/2022,7:37:33,-33.92324,18.91701,351.5,79.75,266.22,2,8,0.096,-0.03,1.072
12/4/2022,7:37:34,-33.92323,18.91678,353.5,79.3,273.62,2,8,0.108,-0.084,1.048
12/4/2022,7:37:35,-33.92319,18.91654,354.3,80.4,282.85,2,8,0.08,-0.012,1.08
12/4/2022,7:37:36,-33.92312,18.91631,353.4,80.4,289.82,2,9,0.108,-0.064,1.048
12/4/2022,7:37:37,-33.92301,18.91611,351.7,80.45,303.39,2,9,0.152,0.088,1.056
12/4/2022,7:37:39,-33.92272,18.91575,353.5,81.04,318.02,2,9,0.134,0.162,0.918
12/4/2022,7:37:40,-33.92255,18.91559,354.3,85.38,320.61,2,9,0.144,0.22,1.072
12/4/2022,7:37:42,-33.92221,18.91527,352.1,86.51,321.1,2,9,0.1,0.198,1.064
12/4/2022,7:37:43,-33.92204,18.91511,354,86.06,321.78,2,9,0.072,0.204,0.876
12/4/2022,7:37:44,-33.92187,18.91496,354.4,86.01,321.99,2,9,0.052,0.228,1.024
12/4/2022,7:37:45,-33.92169,18.9148,352.2,86.01,322.32,2,9,0.06,0.256,1
12/4/2022,7:37:46,-33.92152,18.91464,348.7,85.47,322.49,2,9,0.048,0.244,1.028
12/4/2022,7:37:48,-33.92118,18.91433,344.1,85.43,321.71,2,9,0.06,0.198,0.924
12/4/2022,7:37:49,-33.92101,18.91417,341.8,85.32,321.23,2,9,0,0.248,0.892
12/4/2022,7:37:50,-33.92084,18.91401,336,85.12,321.17,2,9,0.004,0.344,0.948
12/4/2022,7:37:52,-33.92054,18.91369,331.7,78.77,315.36,2,9,0.11,0.5,0.934
12/4/2022,7:37:54,-33.92031,18.91331,330.3,79.3,301.92,2,8,0.098,0.55,0.946
12/4/2022,7:37:55,-33.92023,18.91309,328.2,79.49,292.5,2,8,0.064,0.512,0.856
12/4/2022,7:37:57,-33.92018,18.91263,321,76.67,274.11,2,8,0.084,0.542,0.888
12/4/2022,7:37:59,-33.92027,18.91216,319,76.1,249.84,2,7,0.108,0.518,0.942
12/4/2022,7:38:01,-33.92049,18.91174,321.7,75.28,230.95,2,9,0.124,0.482,0.914
12/4/2022,7:38:03,-33.92079,18.9114,317.5,81.49,215.72,2,8,0.122,0.44,0.896
12/4/2022,7:38:04,-33.92097,18.91128,314,82.56,209.31,2,9,0.012,0.256,0.948
12/4/2022,7:38:05,-33.92115,18.91116,309.8,82.54,206.89,2,8,0.06,0.192,1.028
12/4/2022,7:38:06,-33.92134,18.91105,307.3,83.58,206.86,2,8,0.06,0.24,1.136
12/4/2022,7:38:07,-33.92152,18.91094,306.8,80.19,207.79,2,8,0.064,0.248,1.084
12/4/2022,7:38:09,-33.92187,18.91071,308.2,79.23,213.13,2,8,0.108,0.178,1.038
12/4/2022,7:38:11,-33.92219,18.91041,304.9,81.14,222.64,2,8,0.122,0.102,0.94
12/4/2022,7:38:13,-33.92247,18.91006,303.5,81.14,231.36,2,8,0.06,0.228,0.926
12/4/2022,7:38:15,-33.92272,18.90969,308.7,81.53,231.49,2,9,0.054,0.23,0.95
12/4/2022,7:38:16,-33.92285,18.9095,312.6,78.67,230.49,2,9,0.06,0.252,0.98
12/4/2022,7:38:17,-33.92298,18.90932,314.8,77.8,229.7,2,9,0.08,0.316,1.132
12/4/2022,7:38:18,-33.92311,18.90914,314.6,77.86,227.06,2,9,0.124,0.332,0.892
12/4/2022,7:38:19,-33.92326,18.90897,313.7,78.69,221.91,2,9,0.124,0.536,1.004
12/4/2022,7:38:21,-33.92359,18.9087,314.2,80.32,210.01,2,9,0.086,0.332,0.934
12/4/2022,7:38:22,-33.92377,18.90859,312.6,81.25,204.98,2,9,0.124,0.392,0.956
12/4/2022,7:38:24,-33.92416,18.90842,305.6,81.54,197.34,2,9,0.048,0.308,0.966
12/4/2022,7:38:26,-33.92454,18.90829,298.6,76.52,198.45,2,9,-0.01,0.112,1.024
12/4/2022,7:38:28,-33.92488,18.90811,295.8,73.84,213.28,2,8,0.028,0.002,1.118
12/4/2022,7:38:30,-33.92514,18.90781,297.6,72.43,234.05,2,9,0.058,-0.038,1.13
12/4/2022,7:38:31,-33.92523,18.90763,297.5,72.01,244.48,2,9,0.044,-0.008,1.076
12/4/2022,7:38:33,-33.92534,18.90719,292.1,76.58,261.91,2,9,0.07,-0.062,0.976
12/4/2022,7:38:34,-33.92536,18.90696,294,74.38,267.39,2,9,0.124,-0.048,1.044
12/4/2022,7:38:36,-33.9253,18.90648,295.7,82.8,283.9,2,8,0.162,0.206,0.998
12/4/2022,7:38:37,-33.92523,18.90625,290.6,83.97,288.29,2,9,0.028,0.252,0.96
12/4/2022,7:38:39,-33.92509,18.90576,280.6,83.93,289.11,2,9,0.032,0.256,0.944
12/4/2022,7:38:40,-33.92502,18.90553,278.5,80.88,287.77,2,9,0.008,0.416,0.9
12/4/2022,7:38:41,-33.92497,18.90529,279.2,78.82,284.25,2,9,0.096,0.548,1.068
12/4/2022,7:38:43,-33.92493,18.90483,275.8,75.45,269.04,2,9,0.132,0.556,0.942
12/4/2022,7:38:45,-33.92502,18.90437,272.2,75.34,244.97,2,9,0.146,0.606,0.948
12/4/2022,7:38:47,-33.92526,18.90396,271.8,86.14,228.29,2,9,0.08,0.314,0.93
12/4/2022,7:38:49,-33.92555,18.90358,265.6,85.86,227.73,2,9,0.04,0.22,1.012
12/4/2022,7:38:51,-33.92582,18.9032,257.2,80.32,233.96,2,9,0.012,0.074,0.992
12/4/2022,7:38:52,-33.92592,18.90299,255.2,79.34,241.07,2,9,0.032,-0.036,1.164
12/4/2022,7:38:53,-33.92601,18.90278,254.3,79.52,249.67,2,9,0.048,-0.1,1.044
12/4/2022,7:38:55,-33.92608,18.90229,259.4,85.9,265.06,2,9,0.132,-0.05,1.162
12/4/2022,7:38:57,-33.92604,18.90179,262.1,84.54,278.92,2,9,0.124,0.26,1.014
12/4/2022,7:38:58,-33.92599,18.90154,261.7,85.97,281.82,2,9,0.152,0.304,1.028
12/4/2022,7:38:59,-33.92594,18.90129,261.4,87.4,282.63,2,9,0.068,0.296,0.896
12/4/2022,7:39:01,-33.92584,18.90077,260.6,88.67,282.58,2,9,0.05,0.19,0.834
12/4/2022,7:39:02,-33.92578,18.90051,257.2,88.19,282.51,2,9,0.032,0.256,1.328
12/4/2022,7:39:03,-33.92573,18.90026,254.3,88.21,282.91,2,9,0.06,0.2,0.872
12/4/2022,7:39:05,-33.92562,18.89976,258.1,87.28,283.62,2,9,0.056,0.332,0.922
12/4/2022,7:39:06,-33.92558,18.89951,260.7,82.15,282.08,2,9,0.116,0.48,0.956
12/4/2022,7:39:08,-33.92553,18.89901,258.8,83.47,270.58,2,9,0.17,0.486,0.996
12/4/2022,7:39:09,-33.92554,18.89876,254.7,83.97,262.82,2,9,0.128,0.492,0.92
12/4/2022,7:39:10,-33.92558,18.89851,250.9,83.88,255.24,2,9,0.136,0.508,0.88
12/4/2022,7:39:12,-33.92576,18.89803,249.7,84.17,239.44,2,9,0.05,0.388,1.044
12/4/2022,7:39:13,-33.92588,18.89781,250.7,88.17,236.79,2,9,0.064,0.228,0.904
12/4/2022,7:39:15,-33.92611,18.89736,250,87.91,238.09,2,9,0.064,0.238,0.942
12/4/2022,7:39:16,-33.92623,18.89714,249.1,88.77,239,2,9,0.052,0.26,0.912
12/4/2022,7:39:17,-33.92634,18.89691,247.5,89.38,239.43,2,9,0.064,0.224,0.948
12/4/2022,7:39:19,-33.92656,18.89648,243.3,83.73,240.06,2,9,0.04,0.204,0.968
12/4/2022,7:39:20,-33.92665,18.89625,243.7,82.58,242.95,2,9,0.032,0.136,0.996
12/4/2022,7:39:21,-33.92674,18.89603,243.7,82.64,246.91,2,9,0.044,0.132,0.936
12/4/2022,7:39:22,-33.92681,18.8958,241.6,83.95,250.95,2,9,0.04,0.144,0.96
12/4/2022,7:39:23,-33.92687,18.89556,238.3,84.84,254.54,2,9,0.012,0.152,1.028
12/4/2022,7:39:24,-33.92692,18.89532,235.8,83.17,259.1,2,9,0.068,0.148,1.108
12/4/2022,7:39:25,-33.92695,18.89507,235.7,83.21,261.85,2,9,0.06,0.224,1.128
12/4/2022,7:39:27,-33.92698,18.89458,232.8,82.27,268.3,2,9,0.03,0.208,0.98
12/4/2022,7:39:29,-33.92696,18.8941,228,79.25,274.73,2,9,0.036,0.254,1.016
12/4/2022,7:39:31,-33.92691,18.89362,224.4,80.01,277.33,2,9,0.034,0.226,0.882
12/4/2022,7:39:32,-33.92688,18.89339,224.3,79.27,277.74,2,9,0.068,0.276,0.976
12/4/2022,7:39:33,-33.92686,18.89315,224.3,78.91,277.42,2,9,0.088,0.268,1.08
12/4/2022,7:39:34,-33.92683,18.89292,223.9,78.97,277.23,2,9,0.068,0.24,0.916
12/4/2022,7:39:36,-33.92678,18.89246,222.3,78.73,277.54,2,9,0.036,0.252,1.076
12/4/2022,7:39:37,-33.92675,18.89223,220.8,78.49,277.51,2,9,0.02,0.28,1.136
12/4/2022,7:39:39,-33.92669,18.89176,216.5,77.93,278.31,2,9,0.092,0.274,1.038
12/4/2022,7:39:40,-33.92666,18.89153,211.1,78.27,278.05,2,9,0.004,0.236,1.024
12/4/2022,7:39:41,-33.92663,18.8913,206.5,78.3,277.71,2,9,-0.056,0.22,0.908
12/4/2022,7:39:42,-33.92661,18.89107,204.6,75.52,277.79,2,9,0.028,0.312,1.076
12/4/2022,7:39:43,-33.92658,18.89085,204.6,75.39,278.55,2,9,-0.016,0.256,0.86
12/4/2022,7:39:45,-33.92652,18.8904,203.7,74.8,279.08,2,9,0.034,0.256,0.976
12/4/2022,7:39:46,-33.9265,18.89018,202.8,75.21,278.8,2,9,0.008,0.256,0.892
12/4/2022,7:39:47,-33.92647,18.88995,201.1,75.14,278.54,2,9,0.008,0.3,0.996
12/4/2022,7:39:48,-33.92644,18.88973,198.9,75.14,278.35,2,9,0,0.28,1.004
12/4/2022,7:39:50,-33.92639,18.88928,195,75.15,278.45,2,9,0.026,0.224,0.836
12/4/2022,7:39:52,-33.92634,18.88884,195.3,74.69,277.3,2,9,0.05,0.234,0.876
12/4/2022,7:39:54,-33.92629,18.88839,190.7,75.75,277.75,2,9,0.044,0.206,0.894
12/4/2022,7:39:55,-33.92627,18.88817,189.3,75.14,277.54,2,9,0.06,0.256,1.008
12/4/2022,7:39:57,-33.92622,18.88772,186.4,75.28,277.56,2,9,0.066,0.258,1.112
12/4/2022,7:39:58,-33.9262,18.8875,183.8,75.62,277.2,2,9,0.068,0.216,0.944
12/4/2022,7:39:59,-33.92617,18.88728,180.1,75.65,276.73,2,9,0.072,0.244,1.032
12/4/2022,7:40:00,-33.92615,18.88705,178.2,75.71,277.1,2,9,0.08,0.244,0.988
12/4/2022,7:40:01,-33.92613,18.88683,177.4,75.28,277.88,2,9,0.028,0.22,0.96
12/4/2022,7:40:03,-33.92608,18.88638,174.4,75.36,277.55,2,9,0.054,0.246,1.014
12/4/2022,7:40:04,-33.92605,18.88615,171.7,75.25,277.49,2,9,0.04,0.256,1.032
12/4/2022,7:40:05,-33.92603,18.88593,169.2,75.36,277.18,2,9,0.076,0.252,1.024
12/4/2022,7:40:06,-33.926,18.8857,168,75.39,278.01,2,9,0.028,0.224,0.952
12/4/2022,7:40:07,-33.92597,18.88547,168.8,76.84,277.69,2,9,0.088,0.252,1.004
12/4/2022,7:40:08,-33.92595,18.88524,171,77.43,276.47,2,9,0,0.196,0.948
12/4/2022,7:40:09,-33.92593,18.88501,170.6,76.99,276.08,2,9,0.084,0.216,1.02
12/4/2022,7:40:11,-33.92588,18.88456,166.9,73.41,277.66,2,9,0.048,0.246,0.954
12/4/2022,7:40:13,-33.92583,18.88413,161.9,71.41,277.87,2,9,0.026,0.246,1.05
12/4/2022,7:40:15,-33.92578,18.88372,159.3,68.64,277.74,2,9,0.016,0.198,0.99
12/4/2022,7:40:16,-33.92576,18.88351,157.4,66.39,278.25,2,9,0.096,0.176,0.908
12/4/2022,7:40:17,-33.92573,18.88332,156.1,65.08,278.24,2,9,0.032,0.236,1.048
12/4/2022,7:40:19,-33.92569,18.88293,154.3,63.45,277.23,2,9,0.008,0.254,0.988
12/4/2022,7:40:21,-33.92565,18.88256,153.7,62.47,277.57,2,9,0.052,0.258,1.002
12/4/2022,7:40:23,-33.92561,18.88219,155.4,60.47,275.23,2,9,-0.006,0.268,0.964
12/4/2022,7:40:25,-33.92557,18.88184,155.1,56.78,274.65,2,9,0.076,0.29,1.022
12/4/2022,7:40:27,-33.92555,18.8815,152.8,55.91,273.13,2,9,0.08,0.256,0.976
12/4/2022,7:40:28,-33.92555,18.88134,151.5,55.87,271.71,2,9,0.1,0.264,0.936
12/4/2022,7:40:29,-33.92554,18.88117,149.7,54.97,271.17,2,9,-0.064,0.26,1.04
12/4/2022,7:40:30,-33.92554,18.881,147.9,52.99,270.44,2,9,-0.008,0.244,0.88
12/4/2022,7:40:32,-33.92554,18.8807,145.1,49.99,269.64,2,9,0.078,0.23,0.966
12/4/2022,7:40:33,-33.92553,18.88055,144.2,49.56,268.8,2,9,0.036,0.232,0.916
12/4/2022,7:40:35,-33.92553,18.88027,143.6,47.71,269.44,2,9,0.118,0.238,1.018
12/4/2022,7:40:36,-33.92553,18.88012,145.6,46.78,268.69,2,9,0.008,0.256,1.012
12/4/2022,7:40:37,-33.92553,18.87998,147.1,45.41,267.85,2,9,-0.004,0.232,1.016
12/4/2022,7:40:39,-33.92553,18.87972,146.1,42.19,267.68,2,9,-0.008,0.242,1.022
12/4/2022,7:40:40,-33.92554,18.8796,145.2,37.91,268.35,2,9,-0.104,0.348,0.952
12/4/2022,7:40:42,-33.92555,18.87941,143.8,26.17,257.78,2,8,-0.128,0.332,0.952
12/4/2022,7:40:44,-33.92558,18.87931,143.1,13.65,249.58,2,9,-0.036,0.26,0.962
12/4/2022,7:40:46,-33.92559,18.87927,142.9,4.59,237.29,2,9,0.012,0.284,1.01
12/4/2022,7:40:48,-33.9256,18.87927,142.9,0.15,237.29,2,9,0.096,0.286,0.994
12/4/2022,7:40:50,-33.9256,18.87928,143,0.09,237.29,2,9,0.09,0.286,0.964
12/4/2022,7:40:51,-33.9256,18.87928,143,0.06,237.29,2,9,0.092,0.264,0.952
12/4/2022,7:40:53,-33.9256,18.87928,143,0,237.29,2,9,0.106,0.256,0.98
12/4/2022,7:40:55,-33.9256,18.87928,143,0.06,237.29,2,9,0.098,0.274,0.962
12/4/2022,7:40:57,-33.9256,18.87928,143,0.02,237.29,2,9,0.1,0.274,0.966
12/4/2022,7:40:58,-33.9256,18.87928,143,0,237.29,2,9,0.096,0.268,0.956
12/4/2022,7:41:00,-33.9256,18.87928,143,0.02,237.29,2,9,0.104,0.274,0.994
12/4/2022,7:41:01,-33.9256,18.87928,143,0.02,237.29,2,9,0.092,0.276,0.996
12/4/2022,7:41:03,-33.9256,18.87928,143,0.02,237.29,2,9,0.088,0.278,0.984
12/4/2022,7:41:05,-33.9256,18.87928,143,0.02,237.29,2,9,0.09,0.276,0.98
12/4/2022,7:41:07,-33.9256,18.87928,143,0.02,237.29,2,9,0.1,0.276,0.978
12/4/2022,7:41:08,-33.9256,18.87928,143,0.02,237.29,2,9,0.088,0.292,0.972
12/4/2022,7:41:09,-33.9256,18.87928,143,0.02,237.29,2,9,0.104,0.272,0.968
12/4/2022,7:41:10,-33.9256,18.87928,143,0.06,237.29,2,9,0.156,0.26,0.956
12/4/2022,7:41:11,-33.9256,18.87928,143,1.3,237.29,2,9,0.264,0.26,0.98
12/4/2022,7:41:12,-33.9256,18.87927,142.9,3.41,237.29,2,9,0.236,0.24,0.892
12/4/2022,7:41:14,-33.92559,18.87922,142.6,17.52,282.44,2,9,0.262,0.278,1.018
12/4/2022,7:41:16,-33.92558,18.87908,141.8,26.56,279.23,2,9,0.154,0.242,0.918
12/4/2022,7:41:18,-33.92555,18.87891,141.1,30.89,278.3,2,9,0.236,0.264,1.002
12/4/2022,7:41:19,-33.92554,18.8788,140.4,34.84,279.13,2,9,0,0.28,1.02
12/4/2022,7:41:21,-33.92552,18.87858,139.3,35.23,278.92,2,9,0.018,0.28,0.952
12/4/2022,7:41:22,-33.92551,18.87848,139.3,32.3,278.94,2,9,0.004,0.26,0.928
12/4/2022,7:41:23,-33.92549,18.87838,139.5,30.19,279.18,2,9,-0.036,0.276,0.972
12/4/2022,7:41:24,-33.92549,18.8783,139.4,25.91,278.67,2,9,-0.036,0.304,0.86
12/4/2022,7:41:25,-33.92547,18.87823,139.4,21.61,279.93,2,9,-0.02,0.276,0.996
12/4/2022,7:41:26,-33.92547,18.87817,139.3,18.02,281.54,2,9,0,0.3,0.956
12/4/2022,7:41:28,-33.92545,18.87808,139.1,11.91,286.72,2,9,0.002,0.304,0.966
12/4/2022,7:41:29,-33.92544,18.87805,139,8.83,290.74,2,9,0.056,0.3,1.008
12/4/2022,7:41:30,-33.92543,18.87803,138.8,5.82,289.02,2,9,0.104,0.272,0.972
12/4/2022,7:41:31,-33.92543,18.87801,138.6,5.87,283.35,2,9,0.212,0.26,0.892
12/4/2022,7:41:33,-33.92541,18.87795,138,15.19,285.5,2,9,0.182,0.254,0.974
12/4/2022,7:41:35,-33.92539,18.87784,137,19.24,284.07,2,9,0.138,0.362,0.962
12/4/2022,7:41:37,-33.92539,18.87772,136.1,19.5,255.4,2,9,0.148,0.552,0.926
12/4/2022,7:41:39,-33.92548,18.87761,135.7,30.09,214.94,2,9,0.24,0.356,0.932
12/4/2022,7:41:40,-33.92555,18.87756,135.4,37.47,210.54,2,9,-0.008,0.276,0.916
12/4/2022,7:41:41,-33.92563,18.8775,134.5,39.84,210.54,2,9,0.068,0.22,0.984
12/4/2022,7:41:43,-33.9258,18.87738,132.8,36.61,209.88,2,9,0.032,0.224,0.968
12/4/2022,7:41:45,-33.92595,18.87728,131.1,33.19,209.77,2,9,0.026,0.238,0.972
12/4/2022,7:41:46,-33.92602,18.87723,130.1,31.65,210.09,2,9,0.024,0.24,1.004
12/4/2022,7:41:47,-33.92609,18.87719,129.1,30.24,209.88,2,9,0.004,0.26,1.036
12/4/2022,7:41:48,-33.92615,18.87714,128.9,28.04,208.71,2,9,-0.036,0.26,0.968
12/4/2022,7:41:50,-33.92625,18.87707,129.2,19.98,208.5,2,9,-0.036,0.246,0.974
12/4/2022,7:41:51,-33.92629,18.87705,129.4,16.19,208.74,2,9,0,0.252,0.988
12/4/2022,7:41:52,-33.92632,18.87702,129.6,12.54,209.55,2,9,-0.048,0.256,1.02
12/4/2022,7:41:53,-33.92634,18.87701,129.7,8.78,207.05,2,9,0,0.252,0.96
12/4/2022,7:41:54,-33.92635,18.877,129.7,4.7,203.68,2,9,0.004,0.252,1
12/4/2022,7:41:55,-33.92636,18.877,129.8,0.17,203.68,2,9,0.02,0.256,1.012
12/4/2022,7:41:56,-33.92636,18.877,129.8,0.06,203.68,2,9,0.08,0.236,0.976
12/4/2022,7:41:57,-33.92636,18.877,129.8,0.06,203.68,2,9,0.068,0.252,1.004
12/4/2022,7:41:58,-33.92636,18.877,129.8,0.06,203.68,2,9,0.072,0.244,0.984
12/4/2022,7:42:00,-33.92635,18.877,129.7,0.06,203.68,2,9,0.074,0.246,0.994
12/4/2022,7:42:02,-33.92635,18.877,129.7,0.04,203.68,2,9,0.086,0.238,0.986
12/4/2022,7:42:03,-33.92635,18.877,129.7,0.04,203.68,2,9,0.136,0.232,1.004
12/4/2022,7:42:04,-33.92635,18.877,129.7,0,203.68,2,9,0.228,0.224,0.992
12/4/2022,7:42:05,-33.92635,18.877,129.7,0,203.68,2,9,0.208,0.228,0.956
12/4/2022,7:42:07,-33.92638,18.87697,129.9,12.89,212.06,2,9,0.21,0.236,0.99
12/4/2022,7:42:08,-33.92642,18.87695,130.1,18.63,209.15,2,9,0.096,0.252,1.048
12/4/2022,7:42:09,-33.92646,18.87692,130.3,22.06,210.15,2,9,0.2,0.244,1.024
12/4/2022,7:42:11,-33.92658,18.87684,130.8,28.69,210.87,2,9,0.25,0.204,0.986
12/4/2022,7:42:13,-33.92674,18.87673,130.9,40.5,211.54,2,9,0.14,0.22,1.02
12/4/2022,7:42:15,-33.92693,18.87659,131,45.49,212.24,2,9,0.146,0.27,1.06
12/4/2022,7:42:17,-33.92713,18.87644,131,49.43,212.1,2,9,0.098,0.3,0.9
12/4/2022,7:42:18,-33.92724,18.87636,131,49.78,211.48,2,9,0.072,0.264,0.932
12/4/2022,7:42:19,-33.92735,18.87629,131,49.36,211.43,2,9,0.1,0.3,1.004
12/4/2022,7:42:21,-33.92756,18.87613,130.8,48.39,211.24,2,9,0.12,0.264,1.024
12/4/2022,7:42:23,-33.92777,18.87598,130,48,210.99,2,9,0.052,0.244,1
12/4/2022,7:42:24,-33.92787,18.87591,130,46.19,210.91,2,9,0.076,0.244,0.992
12/4/2022,7:42:25,-33.92797,18.87584,130,44.73,210.26,2,9,0.104,0.248,0.924
12/4/2022,7:42:27,-33.92816,18.8757,129.8,44.49,210.3,2,9,0.126,0.246,0.998
12/4/2022,7:42:29,-33.92836,18.87556,129.9,47.17,210.63,2,9,0.118,0.254,1
12/4/2022,7:42:30,-33.92847,18.87549,129.9,47.6,211.1,2,9,0.044,0.256,1.024
12/4/2022,7:42:31,-33.92857,18.87541,130.1,46.49,211.05,2,9,0.112,0.244,1.004
12/4/2022,7:42:33,-33.92876,18.87527,130.5,44.86,211.64,2,9,0.082,0.296,0.968
12/4/2022,7:42:34,-33.92886,18.87521,130.1,44.5,211.52,2,9,0.044,0.252,1.004
12/4/2022,7:42:36,-33.92905,18.87508,128.8,40.58,209.42,2,9,0.01,0.264,0.984
12/4/2022,7:42:37,-33.92913,18.87502,128.3,35.06,210.04,2,9,0,0.256,0.96
12/4/2022,7:42:38,-33.92919,18.87497,128,31.02,209.61,2,9,0.052,0.256,0.968
12/4/2022,7:42:39,-33.92926,18.87493,128,27.67,208.71,2,9,0.052,0.248,0.964
12/4/2022,7:42:41,-33.92937,18.87486,128,23.61,209.65,2,9,0.042,0.262,0.992
12/4/2022,7:42:42,-33.92942,18.87482,128,21.52,211.23,2,9,0.084,0.252,0.992
12/4/2022,7:42:44,-33.92951,18.87475,128.2,20.69,210.91,2,9,0.086,0.244,1.006
12/4/2022,7:42:45,-33.92956,18.87472,128.4,21.02,210.59,2,9,0.072,0.232,0.956
12/4/2022,7:42:46,-33.9296,18.87468,128.6,20.45,212.69,2,9,0.076,0.232,0.964
12/4/2022,7:42:47,-33.92964,18.87465,128.8,19.71,212.21,2,9,0.072,0.252,0.984
12/4/2022,7:42:48,-33.92968,18.87462,128.9,18.96,211.82,2,9,0.084,0.244,0.98
12/4/2022,7:42:50,-33.92976,18.87456,129,18.59,211.62,2,9,0.148,0.25,0.986
12/4/2022,7:42:51,-33.9298,18.87454,129,20.08,210.3,2,9,0.16,0.256,0.968
12/4/2022,7:42:52,-33.92985,18.8745,129,21.95,211.63,2,9,0.164,0.244,0.992
12/4/2022,7:42:54,-33.92996,18.87443,129,26.43,213.39,2,9,0.168,0.244,0.966
12/4/2022,7:42:56,-33.93007,18.87435,128.9,27.47,211.93,2,9,0.176,0.264,0.998
12/4/2022,7:42:57,-33.93013,18.8743,128.9,28.26,210.65,2,9,0.264,0.284,0.768
12/4/2022,7:42:59,-33.93026,18.87425,129.2,29.52,194.35,2,9,0.196,0.512,0.976
12/4/2022,7:43:00,-33.93034,18.87425,129.6,29.98,182.67,2,9,0.024,0.372,0.932
12/4/2022,7:43:01,-33.93041,18.87425,129.9,27.39,175.64,2,9,0.024,0.204,0.996
12/4/2022,7:43:03,-33.93053,18.87426,130.5,23.02,182.97,2,8,0.092,0.144,1.032
12/4/2022,7:43:04,-33.93059,18.87425,130.9,22.5,192.44,2,9,0.152,0.08,1.072
12/4/2022,7:43:06,-33.93069,18.87417,131.5,27.21,225.97,2,9,0.102,0.01,0.936
12/4/2022,7:43:07,-33.93072,18.87411,131.2,29.28,245.42,2,9,0.06,0.008,1.028
12/4/2022,7:43:09,-33.93074,18.87393,129.7,29.91,269.25,2,9,0.068,-0.018,1.036
12/4/2022,7:43:11,-33.9307,18.87377,128.8,28.41,293.01,2,9,0.058,0.348,1.22
12/4/2022,7:43:12,-33.93066,18.8737,128.5,28.39,297.28,2,9,0.176,0.468,0.84
12/4/2022,7:43:13,-33.93063,18.87361,128.3,29.74,289.23,2,9,0.156,0.508,0.952
12/4/2022,7:43:15,-33.93062,18.87342,128.1,34.35,268.18,2,9,0.176,0.352,1.024
12/4/2022,7:43:17,-33.93063,18.87319,127.9,41.15,264.38,2,9,0.216,0.238,0.966
12/4/2022,7:43:19,-33.93066,18.87292,127.3,49.93,263.53,2,9,0.184,0.248,1.016
12/4/2022,7:43:21,-33.93069,18.87261,127.3,52.36,264.13,2,9,0.132,0.238,0.962
12/4/2022,7:43:23,-33.93072,18.87229,127.5,54.71,264.05,2,9,0.162,0.248,0.98
12/4/2022,7:43:24,-33.93073,18.87212,127.3,56.86,263.74,2,9,0.184,0.216,0.912
12/4/2022,7:43:25,-33.93074,18.87195,126.7,59.5,263.58,2,9,0.156,0.232,0.956
12/4/2022,7:43:26,-33.93076,18.87176,126.1,61.04,263.47,2,9,0.1,0.26,0.98
12/4/2022,7:43:28,-33.9308,18.8714,125,59.71,262.98,2,9,0.11,0.246,0.932
12/4/2022,7:43:29,-33.93081,18.87122,125.1,57.93,263.77,2,9,0.06,0.244,0.956
12/4/2022,7:43:30,-33.93083,18.87104,125,57.36,262.8,2,9,0.028,0.244,1.024
12/4/2022,7:43:32,-33.93087,18.8707,124.9,56.32,262.7,2,9,0.106,0.21,1
12/4/2022,7:43:33,-33.93089,18.87054,125,56.8,262.77,2,9,0.124,0.264,0.948
12/4/2022,7:43:34,-33.9309,18.87036,124.8,56.12,262.87,2,9,0.144,0.24,0.976
12/4/2022,7:43:36,-33.93095,18.87001,124.6,59.89,261.66,2,9,0.116,0.254,0.99
12/4/2022,7:43:38,-33.93099,18.86964,124,60.84,261.05,2,9,0.062,0.266,0.962
12/4/2022,7:43:39,-33.93101,18.86947,124.3,61.3,259.99,2,9,0.068,0.224,0.912
12/4/2022,7:43:40,-33.93104,18.8693,124.8,55.97,259.62,2,9,0.004,0.256,0.988
12/4/2022,7:43:42,-33.93108,18.86897,125.8,52.34,259.99,2,9,-0.018,0.226,1.058
12/4/2022,7:43:43,-33.9311,18.86883,126,47.36,260.41,2,9,-0.08,0.212,1.028
